created_at,full_text,cleansed,case_folding,tokenized,no_stopwords,stemmed,preprocessed_text
2025-10-29 01:13:31+00:00,@minjiggom thank youu HAHAHA siap! gaakan cerai dari riku sampai dunia memisahkan,thank youu HAHAHA siap gaakan cerai dari riku sampai dunia memisahkan,thank youu hahaha siap gaakan cerai dari riku sampai dunia memisahkan,"['thank', 'youu', 'hahaha', 'siap', 'gaakan', 'cerai', 'dari', 'riku', 'sampai', 'dunia', 'memisahkan']","['thank', 'youu', 'hahaha', 'gaakan', 'cerai', 'riku', 'dunia', 'memisahkan']","['thank', 'youu', 'hahaha', 'gaakan', 'cerai', 'riku', 'dunia', 'pisah']",thank youu hahaha gaakan cerai riku dunia pisah
2025-10-29 01:07:54+00:00,@18fesss Tolol lu kalo putus huru hara nya udh kaya mau cerai mana ada harta gono gini lu pada yg ga seberapa itu marah dikit jd daging cingcang tau rasa awowkw,Tolol lu kalo putus huru hara nya udh kaya mau cerai mana ada harta gono gini lu pada yg ga seberapa itu marah dikit jd daging cingcang tau rasa awowkw,tolol lu kalo putus huru hara nya udh kaya mau cerai mana ada harta gono gini lu pada yg ga seberapa itu marah dikit jd daging cingcang tau rasa awowkw,"['tolol', 'lu', 'kalo', 'putus', 'huru', 'hara', 'nya', 'udh', 'kaya', 'mau', 'cerai', 'mana', 'ada', 'harta', 'gono', 'gini', 'lu', 'pada', 'yg', 'ga', 'seberapa', 'itu', 'marah', 'dikit', 'jd', 'daging', 'cingcang', 'tau', 'rasa', 'awowkw']","['tolol', 'lu', 'putus', 'huru', 'hara', 'udh', 'cerai', 'harta', 'gono', 'gini', 'lu', 'yg', 'ga', 'marah', 'daging', 'cingcang', 'awowkw']","['tolol', 'lu', 'putus', 'huru', 'hara', 'udh', 'cerai', 'harta', 'gono', 'gin', 'lu', 'yg', 'ga', 'marah', 'daging', 'cingcang', 'awowkw']",tolol lu putus huru hara udh cerai harta gono gin lu yg ga marah daging cingcang awowkw
2025-10-29 01:05:33+00:00,Firasat Buruk Ibunda Angbeen Rishi Sebelum Putrinya Gugat Cerai Tak Suka Adly Fairuz Gara-gara Ini https://t.co/dS1197y4E6 lewat @tribunnews,Firasat Buruk Ibunda Angbeen Rishi Sebelum Putrinya Gugat Cerai Tak Suka Adly Fairuz Gara gara Ini lewat,firasat buruk ibunda angbeen rishi sebelum putrinya gugat cerai tak suka adly fairuz gara gara ini lewat,"['firasat', 'buruk', 'ibunda', 'angbeen', 'rishi', 'sebelum', 'putrinya', 'gugat', 'cerai', 'tak', 'suka', 'adly', 'fairuz', 'gara', 'gara', 'ini', 'lewat']","['firasat', 'buruk', 'ibunda', 'putrinya', 'gugat', 'cerai', 'tak', 'suka', 'gara', 'gara']","['firasat', 'buruk', 'ibunda', 'putri', 'gugat', 'cerai', 'tak', 'suka', 'gara', 'gara']",firasat buruk ibunda putri gugat cerai tak suka gara gara
2025-10-29 01:00:28+00:00,@BANGVELL_ @mhuseinali @pumpy__umpy Nah data perceraian ini cerai hidup saja/campur cerai mati ,Nah data perceraian ini cerai hidup saja campur cerai mati,nah data perceraian ini cerai hidup saja campur cerai mati,"['nah', 'data', 'perceraian', 'ini', 'cerai', 'hidup', 'saja', 'campur', 'cerai', 'mati']","['data', 'perceraian', 'cerai', 'hidup', 'campur', 'cerai', 'mati']","['data', 'cerai', 'cerai', 'hidup', 'campur', 'cerai', 'mati']",data cerai cerai hidup campur cerai mati
2025-10-29 00:56:11+00:00,@isihati_isn sedih bgt banyak yg cerai,sedih bgt banyak yg cerai,sedih bgt banyak yg cerai,"['sedih', 'bgt', 'banyak', 'yg', 'cerai']","['sedih', 'bgt', 'yg', 'cerai']","['sedih', 'bgt', 'yg', 'cerai']",sedih bgt yg cerai
2025-10-29 00:55:18+00:00,Isi Gugatan Tersentil Angbeen Rishi Ajukan Cerai dari Adly Fairuz Humas PA Jaksel: Data Terdaftar https://t.co/rD60pnNenT lewat @tribunnews,Isi Gugatan Tersentil Angbeen Rishi Ajukan Cerai dari Adly Fairuz Humas PA Jaksel Data Terdaftar lewat,isi gugatan tersentil angbeen rishi ajukan cerai dari adly fairuz humas pa jaksel data terdaftar lewat,"['isi', 'gugatan', 'tersentil', 'angbeen', 'rishi', 'ajukan', 'cerai', 'dari', 'adly', 'fairuz', 'humas', 'pa', 'jaksel', 'data', 'terdaftar', 'lewat']","['isi', 'gugatan', 'tersentil', 'ajukan', 'cerai', 'humas', 'pa', 'jaksel', 'data', 'terdaftar']","['isi', 'gugat', 'sentil', 'aju', 'cerai', 'humas', 'pa', 'jaksel', 'data', 'daftar']",isi gugat sentil aju cerai humas pa jaksel data daftar
2025-10-29 00:54:30+00:00,@sbyfess setauku lek ga dinafkahi dalam kurun waktu tertentu ws terhitung cerai seh nder. soale dulu tanteku ga cerai² pdhl ws ga dinafkahi akhire disuru sodara²e cerai toh udh memenuhi syarat katanya,setauku lek ga dinafkahi dalam kurun waktu tertentu ws terhitung cerai seh nder soale dulu tanteku ga cerai pdhl ws ga dinafkahi akhire disuru sodara e cerai toh udh memenuhi syarat katanya,setauku lek ga dinafkahi dalam kurun waktu tertentu ws terhitung cerai seh nder soale dulu tanteku ga cerai pdhl ws ga dinafkahi akhire disuru sodara e cerai toh udh memenuhi syarat katanya,"['setauku', 'lek', 'ga', 'dinafkahi', 'dalam', 'kurun', 'waktu', 'tertentu', 'ws', 'terhitung', 'cerai', 'seh', 'nder', 'soale', 'dulu', 'tanteku', 'ga', 'cerai', 'pdhl', 'ws', 'ga', 'dinafkahi', 'akhire', 'disuru', 'sodara', 'e', 'cerai', 'toh', 'udh', 'memenuhi', 'syarat', 'katanya']","['setauku', 'lek', 'ga', 'dinafkahi', 'kurun', 'ws', 'terhitung', 'cerai', 'seh', 'nder', 'soale', 'tanteku', 'ga', 'cerai', 'pdhl', 'ws', 'ga', 'dinafkahi', 'akhire', 'disuru', 'sodara', 'e', 'cerai', 'udh', 'memenuhi', 'syarat']","['tau', 'lek', 'ga', 'nafkah', 'kurun', 'ws', 'hitung', 'cerai', 'seh', 'nder', 'soale', 'tante', 'ga', 'cerai', 'pdhl', 'ws', 'ga', 'nafkah', 'akhire', 'disuru', 'sodara', 'e', 'cerai', 'udh', 'penuh', 'syarat']",tau lek ga nafkah kurun ws hitung cerai seh nder soale tante ga cerai pdhl ws ga nafkah akhire disuru sodara e cerai udh penuh syarat
2025-10-29 00:51:03+00:00,@isihati_isn Parah banget ya pada cerai,Parah banget ya pada cerai,parah banget ya pada cerai,"['parah', 'banget', 'ya', 'pada', 'cerai']","['parah', 'ya', 'cerai']","['parah', 'ya', 'cerai']",parah ya cerai
2025-10-29 00:42:53+00:00,Tar cerai lagi kek mak bapak w,Tar cerai lagi kek mak bapak w,tar cerai lagi kek mak bapak w,"['tar', 'cerai', 'lagi', 'kek', 'mak', 'bapak', 'w']","['tar', 'cerai', 'mak', 'w']","['tar', 'cerai', 'mak', 'w']",tar cerai mak w
2025-10-29 00:40:37+00:00,lagi baca2 cocoklogi raisa dan hamish salah pakek motif batik waktu nikah jadinya cerai. dulu pas fitting mau nikah Ibuk udah ngewanti2 bgt kalau motifnya harus sidomukti karena itu pakemnya. tp ya wallahualam ya namanya juga kepercayaan adat masing-masing ,lagi baca cocoklogi raisa dan hamish salah pakek motif batik waktu nikah jadinya cerai dulu pas fitting mau nikah Ibuk udah ngewanti bgt kalau motifnya harus sidomukti karena itu pakemnya tp ya wallahualam ya namanya juga kepercayaan adat masing masing,lagi baca cocoklogi raisa dan hamish salah pakek motif batik waktu nikah jadinya cerai dulu pas fitting mau nikah ibuk udah ngewanti bgt kalau motifnya harus sidomukti karena itu pakemnya tp ya wallahualam ya namanya juga kepercayaan adat masing masing,"['lagi', 'baca', 'cocoklogi', 'raisa', 'dan', 'hamish', 'salah', 'pakek', 'motif', 'batik', 'waktu', 'nikah', 'jadinya', 'cerai', 'dulu', 'pas', 'fitting', 'mau', 'nikah', 'ibuk', 'udah', 'ngewanti', 'bgt', 'kalau', 'motifnya', 'harus', 'sidomukti', 'karena', 'itu', 'pakemnya', 'tp', 'ya', 'wallahualam', 'ya', 'namanya', 'juga', 'kepercayaan', 'adat', 'masing', 'masing']","['baca', 'cocoklogi', 'salah', 'pakek', 'motif', 'batik', 'nikah', 'cerai', 'fitting', 'nikah', 'ibuk', 'ngewanti', 'bgt', 'motifnya', 'sidomukti', 'pakemnya', 'tp', 'ya', 'wallahualam', 'ya', 'namanya', 'kepercayaan', 'adat']","['baca', 'cocoklogi', 'salah', 'pakek', 'motif', 'batik', 'nikah', 'cerai', 'fitting', 'nikah', 'ibuk', 'ngewanti', 'bgt', 'motif', 'sidomukti', 'pakem', 'tp', 'ya', 'wallahualam', 'ya', 'nama', 'percaya', 'adat']",baca cocoklogi salah pakek motif batik nikah cerai fitting nikah ibuk ngewanti bgt motif sidomukti pakem tp ya wallahualam ya nama percaya adat
2025-10-29 00:32:50+00:00,Gara2 exo fanmeet ga bareng cbx hati gue tergores bgt liat editan chanbaek cerai ,Gara exo fanmeet ga bareng cbx hati gue tergores bgt liat editan chanbaek cerai,gara exo fanmeet ga bareng cbx hati gue tergores bgt liat editan chanbaek cerai,"['gara', 'exo', 'fanmeet', 'ga', 'bareng', 'cbx', 'hati', 'gue', 'tergores', 'bgt', 'liat', 'editan', 'chanbaek', 'cerai']","['gara', 'exo', 'fanmeet', 'ga', 'bareng', 'cbx', 'hati', 'gue', 'tergores', 'bgt', 'liat', 'editan', 'chanbaek', 'cerai']","['gara', 'exo', 'fanmeet', 'ga', 'bareng', 'cbx', 'hati', 'gue', 'gores', 'bgt', 'liat', 'edit', 'chanbaek', 'cerai']",gara exo fanmeet ga bareng cbx hati gue gores bgt liat edit chanbaek cerai
2025-10-29 00:31:21+00:00,Sinyal Kuat Angbeen Rishi sebelum Gugat Cerai Adly Fairuz Pahami hukum perceraian hak asuh anak dan harta gono gini juga harta terpisah. Tnos App menyediakan konsultasi hukum sepuasnya cuma 400 Rb melalui video call atau konsultasi hukum gratis. https://t.co/DHIMoZn522,Sinyal Kuat Angbeen Rishi sebelum Gugat Cerai Adly Fairuz Pahami hukum perceraian hak asuh anak dan harta gono gini juga harta terpisah Tnos App menyediakan konsultasi hukum sepuasnya cuma Rb melalui video call atau konsultasi hukum gratis,sinyal kuat angbeen rishi sebelum gugat cerai adly fairuz pahami hukum perceraian hak asuh anak dan harta gono gini juga harta terpisah tnos app menyediakan konsultasi hukum sepuasnya cuma rb melalui video call atau konsultasi hukum gratis,"['sinyal', 'kuat', 'angbeen', 'rishi', 'sebelum', 'gugat', 'cerai', 'adly', 'fairuz', 'pahami', 'hukum', 'perceraian', 'hak', 'asuh', 'anak', 'dan', 'harta', 'gono', 'gini', 'juga', 'harta', 'terpisah', 'tnos', 'app', 'menyediakan', 'konsultasi', 'hukum', 'sepuasnya', 'cuma', 'rb', 'melalui', 'video', 'call', 'atau', 'konsultasi', 'hukum', 'gratis']","['sinyal', 'kuat', 'gugat', 'cerai', 'pahami', 'hukum', 'perceraian', 'hak', 'asuh', 'anak', 'harta', 'gono', 'gini', 'harta', 'terpisah', 'tnos', 'app', 'menyediakan', 'konsultasi', 'hukum', 'sepuasnya', 'rb', 'video', 'call', 'konsultasi', 'hukum', 'gratis']","['sinyal', 'kuat', 'gugat', 'cerai', 'paham', 'hukum', 'cerai', 'hak', 'asuh', 'anak', 'harta', 'gono', 'gin', 'harta', 'pisah', 'tnos', 'app', 'sedia', 'konsultasi', 'hukum', 'puas', 'rb', 'video', 'call', 'konsultasi', 'hukum', 'gratis']",sinyal kuat gugat cerai paham hukum cerai hak asuh anak harta gono gin harta pisah tnos app sedia konsultasi hukum puas rb video call konsultasi hukum gratis
2025-10-29 00:25:54+00:00,@meinmokhtar I know someone who nak cerai tebus talak tapi takde duit nak bayar so dia pulang balik barang2 kemas yang ex husband bagi.,I know someone who nak cerai tebus talak tapi takde duit nak bayar so dia pulang balik barang kemas yang ex husband bagi,i know someone who nak cerai tebus talak tapi takde duit nak bayar so dia pulang balik barang kemas yang ex husband bagi,"['i', 'know', 'someone', 'who', 'nak', 'cerai', 'tebus', 'talak', 'tapi', 'takde', 'duit', 'nak', 'bayar', 'so', 'dia', 'pulang', 'balik', 'barang', 'kemas', 'yang', 'ex', 'husband', 'bagi']","['know', 'someone', 'who', 'cerai', 'tebus', 'talak', 'takde', 'duit', 'bayar', 'so', 'pulang', 'barang', 'kemas', 'husband']","['know', 'someone', 'who', 'cerai', 'tebus', 'talak', 'takde', 'duit', 'bayar', 'so', 'pulang', 'barang', 'kemas', 'husband']",know someone who cerai tebus talak takde duit bayar so pulang barang kemas husband
2025-10-29 00:20:30+00:00,Bill Gates Ungkap Penyesalan Terbesar Dalam Hidupnya Selain Cerai https://t.co/NxcaFrxxac,Bill Gates Ungkap Penyesalan Terbesar Dalam Hidupnya Selain Cerai,bill gates ungkap penyesalan terbesar dalam hidupnya selain cerai,"['bill', 'gates', 'ungkap', 'penyesalan', 'terbesar', 'dalam', 'hidupnya', 'selain', 'cerai']","['bill', 'gates', 'penyesalan', 'terbesar', 'hidupnya', 'cerai']","['bill', 'gates', 'sesal', 'besar', 'hidup', 'cerai']",bill gates sesal besar hidup cerai
2025-10-29 00:18:47+00:00,Weh grgr ada yg komen raisa hamish cerai krn salah pake motif batik pas nikah gue jadi latah nyari foto nikah pake batik apa,Weh grgr ada yg komen raisa hamish cerai krn salah pake motif batik pas nikah gue jadi latah nyari foto nikah pake batik apa,weh grgr ada yg komen raisa hamish cerai krn salah pake motif batik pas nikah gue jadi latah nyari foto nikah pake batik apa,"['weh', 'grgr', 'ada', 'yg', 'komen', 'raisa', 'hamish', 'cerai', 'krn', 'salah', 'pake', 'motif', 'batik', 'pas', 'nikah', 'gue', 'jadi', 'latah', 'nyari', 'foto', 'nikah', 'pake', 'batik', 'apa']","['weh', 'grgr', 'yg', 'komen', 'cerai', 'salah', 'motif', 'batik', 'nikah', 'gue', 'latah', 'nyari', 'foto', 'nikah', 'batik']","['weh', 'grgr', 'yg', 'komen', 'cerai', 'salah', 'motif', 'batik', 'nikah', 'gue', 'latah', 'nyari', 'foto', 'nikah', 'batik']",weh grgr yg komen cerai salah motif batik nikah gue latah nyari foto nikah batik
2025-10-29 00:17:45+00:00,Day 2 malah cerai (huft),Day malah cerai huft,day malah cerai huft,"['day', 'malah', 'cerai', 'huft']","['day', 'cerai', 'huft']","['day', 'cerai', 'huft']",day cerai huft
2025-10-29 00:06:28+00:00,@RuangSenja_id Bener sih jangan sampe cerai kalo bisa,Bener sih jangan sampe cerai kalo bisa,bener sih jangan sampe cerai kalo bisa,"['bener', 'sih', 'jangan', 'sampe', 'cerai', 'kalo', 'bisa']","['bener', 'sih', 'jangan', 'cerai']","['bener', 'sih', 'jangan', 'cerai']",bener sih jangan cerai
2025-10-29 00:04:58+00:00,Chikita Meidy Resmi Cerai dari Indra Adhitya Pahami hukum perceraian hak asuh anak dan harta gono gini juga harta terpisah. Tnos App menyediakan konsultasi hukum sepuasnya cuma 400 Rb melalui video call. https://t.co/Msk58OfQeN,Chikita Meidy Resmi Cerai dari Indra Adhitya Pahami hukum perceraian hak asuh anak dan harta gono gini juga harta terpisah Tnos App menyediakan konsultasi hukum sepuasnya cuma Rb melalui video call,chikita meidy resmi cerai dari indra adhitya pahami hukum perceraian hak asuh anak dan harta gono gini juga harta terpisah tnos app menyediakan konsultasi hukum sepuasnya cuma rb melalui video call,"['chikita', 'meidy', 'resmi', 'cerai', 'dari', 'indra', 'adhitya', 'pahami', 'hukum', 'perceraian', 'hak', 'asuh', 'anak', 'dan', 'harta', 'gono', 'gini', 'juga', 'harta', 'terpisah', 'tnos', 'app', 'menyediakan', 'konsultasi', 'hukum', 'sepuasnya', 'cuma', 'rb', 'melalui', 'video', 'call']","['chikita', 'meidy', 'resmi', 'cerai', 'indra', 'adhitya', 'pahami', 'hukum', 'perceraian', 'hak', 'asuh', 'anak', 'harta', 'gono', 'gini', 'harta', 'terpisah', 'tnos', 'app', 'menyediakan', 'konsultasi', 'hukum', 'sepuasnya', 'rb', 'video', 'call']","['chikita', 'meidy', 'resmi', 'cerai', 'indra', 'adhitya', 'paham', 'hukum', 'cerai', 'hak', 'asuh', 'anak', 'harta', 'gono', 'gin', 'harta', 'pisah', 'tnos', 'app', 'sedia', 'konsultasi', 'hukum', 'puas', 'rb', 'video', 'call']",chikita meidy resmi cerai indra adhitya paham hukum cerai hak asuh anak harta gono gin harta pisah tnos app sedia konsultasi hukum puas rb video call
2025-10-29 00:03:12+00:00,@bndumps series selesai tp mami papi ga cerai,series selesai tp mami papi ga cerai,series selesai tp mami papi ga cerai,"['series', 'selesai', 'tp', 'mami', 'papi', 'ga', 'cerai']","['series', 'selesai', 'tp', 'mami', 'papi', 'ga', 'cerai']","['series', 'selesai', 'tp', 'mami', 'papi', 'ga', 'cerai']",series selesai tp mami papi ga cerai
2025-10-28 23:54:20+00:00,@tanyarlfes Tungguin suami mu pulang kerja nder sambut di depan pintu baru bilang Mas bro kita cerai aja ya kamu miskin gaji segitu kurang. -selesai-,Tungguin suami mu pulang kerja nder sambut di depan pintu baru bilang Mas bro kita cerai aja ya kamu miskin gaji segitu kurang selesai,tungguin suami mu pulang kerja nder sambut di depan pintu baru bilang mas bro kita cerai aja ya kamu miskin gaji segitu kurang selesai,"['tungguin', 'suami', 'mu', 'pulang', 'kerja', 'nder', 'sambut', 'di', 'depan', 'pintu', 'baru', 'bilang', 'mas', 'bro', 'kita', 'cerai', 'aja', 'ya', 'kamu', 'miskin', 'gaji', 'segitu', 'kurang', 'selesai']","['tungguin', 'suami', 'mu', 'pulang', 'kerja', 'nder', 'sambut', 'pintu', 'mas', 'bro', 'cerai', 'aja', 'ya', 'miskin', 'gaji', 'segitu', 'selesai']","['tungguin', 'suami', 'mu', 'pulang', 'kerja', 'nder', 'sambut', 'pintu', 'mas', 'bro', 'cerai', 'aja', 'ya', 'miskin', 'gaji', 'segitu', 'selesai']",tungguin suami mu pulang kerja nder sambut pintu mas bro cerai aja ya miskin gaji segitu selesai
2025-10-28 23:43:30+00:00,Alesannya karna umi gue ngomong mau cerai mulu tapi gak dilakuin for 23 years!? ,Alesannya karna umi gue ngomong mau cerai mulu tapi gak dilakuin for years,alesannya karna umi gue ngomong mau cerai mulu tapi gak dilakuin for years,"['alesannya', 'karna', 'umi', 'gue', 'ngomong', 'mau', 'cerai', 'mulu', 'tapi', 'gak', 'dilakuin', 'for', 'years']","['alesannya', 'umi', 'gue', 'ngomong', 'cerai', 'gak', 'dilakuin', 'for', 'years']","['alesannya', 'umi', 'gue', 'ngomong', 'cerai', 'gak', 'dilakuin', 'for', 'years']",alesannya umi gue ngomong cerai gak dilakuin for years
2025-10-28 23:34:48+00:00,@tanyakanrl Tetanggaku banyak yang gugat cerai suaminya karena mereka kecanduan Judol jadi gausah pikir panjang lagi hentikan hubungan kalian ngasih tau pejudi biar berhenti itu sama kaya ngasih tau perokok buat stop merokok sama2 ndableg bedanya rokok itu legal sedangkan judol ilegal.,Tetanggaku banyak yang gugat cerai suaminya karena mereka kecanduan Judol jadi gausah pikir panjang lagi hentikan hubungan kalian ngasih tau pejudi biar berhenti itu sama kaya ngasih tau perokok buat stop merokok sama ndableg bedanya rokok itu legal sedangkan judol ilegal,tetanggaku banyak yang gugat cerai suaminya karena mereka kecanduan judol jadi gausah pikir panjang lagi hentikan hubungan kalian ngasih tau pejudi biar berhenti itu sama kaya ngasih tau perokok buat stop merokok sama ndableg bedanya rokok itu legal sedangkan judol ilegal,"['tetanggaku', 'banyak', 'yang', 'gugat', 'cerai', 'suaminya', 'karena', 'mereka', 'kecanduan', 'judol', 'jadi', 'gausah', 'pikir', 'panjang', 'lagi', 'hentikan', 'hubungan', 'kalian', 'ngasih', 'tau', 'pejudi', 'biar', 'berhenti', 'itu', 'sama', 'kaya', 'ngasih', 'tau', 'perokok', 'buat', 'stop', 'merokok', 'sama', 'ndableg', 'bedanya', 'rokok', 'itu', 'legal', 'sedangkan', 'judol', 'ilegal']","['tetanggaku', 'gugat', 'cerai', 'suaminya', 'kecanduan', 'judol', 'gausah', 'pikir', 'hentikan', 'hubungan', 'ngasih', 'pejudi', 'biar', 'berhenti', 'ngasih', 'perokok', 'stop', 'merokok', 'ndableg', 'bedanya', 'rokok', 'legal', 'judol', 'ilegal']","['tetangga', 'gugat', 'cerai', 'suami', 'candu', 'judol', 'gausah', 'pikir', 'henti', 'hubung', 'ngasih', 'judi', 'biar', 'henti', 'ngasih', 'okok', 'stop', 'rokok', 'ndableg', 'beda', 'rokok', 'legal', 'judol', 'ilegal']",tetangga gugat cerai suami candu judol gausah pikir henti hubung ngasih judi biar henti ngasih okok stop rokok ndableg beda rokok legal judol ilegal
2025-10-28 23:32:13+00:00,@dearsonnets it's about phoebe yang abis cerai sama suaminya and decided to take a break and book a hotel room alone for herself tapi ternyata hotelnya lagi dipake buat pernikahan dan disewa literally satu hotel so she's mistaken as one of guests padahal gak kenal mempelainya sama sekali-,it s about phoebe yang abis cerai sama suaminya and decided to take a break and book a hotel room alone for herself tapi ternyata hotelnya lagi dipake buat pernikahan dan disewa literally satu hotel so she s mistaken as one of guests padahal gak kenal mempelainya sama sekali,it s about phoebe yang abis cerai sama suaminya and decided to take a break and book a hotel room alone for herself tapi ternyata hotelnya lagi dipake buat pernikahan dan disewa literally satu hotel so she s mistaken as one of guests padahal gak kenal mempelainya sama sekali,"['it', 's', 'about', 'phoebe', 'yang', 'abis', 'cerai', 'sama', 'suaminya', 'and', 'decided', 'to', 'take', 'a', 'break', 'and', 'book', 'a', 'hotel', 'room', 'alone', 'for', 'herself', 'tapi', 'ternyata', 'hotelnya', 'lagi', 'dipake', 'buat', 'pernikahan', 'dan', 'disewa', 'literally', 'satu', 'hotel', 'so', 'she', 's', 'mistaken', 'as', 'one', 'of', 'guests', 'padahal', 'gak', 'kenal', 'mempelainya', 'sama', 'sekali']","['it', 'about', 'phoebe', 'abis', 'cerai', 'suaminya', 'and', 'decided', 'take', 'a', 'break', 'and', 'book', 'a', 'hotel', 'room', 'alone', 'for', 'herself', 'hotelnya', 'dipake', 'pernikahan', 'disewa', 'literally', 'hotel', 'so', 'she', 'mistaken', 'as', 'one', 'of', 'guests', 'gak', 'kenal', 'mempelainya']","['it', 'about', 'phoebe', 'abis', 'cerai', 'suami', 'and', 'decided', 'take', 'a', 'break', 'and', 'book', 'a', 'hotel', 'room', 'alone', 'for', 'herself', 'hotel', 'dipake', 'nikah', 'sewa', 'literally', 'hotel', 'so', 'she', 'mistaken', 'as', 'one', 'of', 'guests', 'gak', 'kenal', 'mempelai']",it about phoebe abis cerai suami and decided take a break and book a hotel room alone for herself hotel dipake nikah sewa literally hotel so she mistaken as one of guests gak kenal mempelai
2025-10-28 23:27:52+00:00,Tren Miris Sumenep 2025: Angka Perceraian Tinggi Mayoritas Istri Gugat Cerai Suami (Cerai Gugat) https://t.co/cRYb2i1NKd,Tren Miris Sumenep Angka Perceraian Tinggi Mayoritas Istri Gugat Cerai Suami Cerai Gugat,tren miris sumenep angka perceraian tinggi mayoritas istri gugat cerai suami cerai gugat,"['tren', 'miris', 'sumenep', 'angka', 'perceraian', 'tinggi', 'mayoritas', 'istri', 'gugat', 'cerai', 'suami', 'cerai', 'gugat']","['tren', 'miris', 'sumenep', 'angka', 'perceraian', 'mayoritas', 'istri', 'gugat', 'cerai', 'suami', 'cerai', 'gugat']","['tren', 'miris', 'sumenep', 'angka', 'cerai', 'mayoritas', 'istri', 'gugat', 'cerai', 'suami', 'cerai', 'gugat']",tren miris sumenep angka cerai mayoritas istri gugat cerai suami cerai gugat
2025-10-28 23:25:25+00:00,@m0onxxnie Orang' adem ayem itu lgi pda knp siudah bener kmrn' berita org lamaran hamil malah balik lgi ke cerai,Orang adem ayem itu lgi pda knp siudah bener kmrn berita org lamaran hamil malah balik lgi ke cerai,orang adem ayem itu lgi pda knp siudah bener kmrn berita org lamaran hamil malah balik lgi ke cerai,"['orang', 'adem', 'ayem', 'itu', 'lgi', 'pda', 'knp', 'siudah', 'bener', 'kmrn', 'berita', 'org', 'lamaran', 'hamil', 'malah', 'balik', 'lgi', 'ke', 'cerai']","['adem', 'ayem', 'lgi', 'pda', 'knp', 'siudah', 'bener', 'kmrn', 'berita', 'org', 'lamaran', 'hamil', 'lgi', 'cerai']","['adem', 'ayem', 'lgi', 'pda', 'knp', 'siudah', 'bener', 'kmrn', 'berita', 'org', 'lamar', 'hamil', 'lgi', 'cerai']",adem ayem lgi pda knp siudah bener kmrn berita org lamar hamil lgi cerai
2025-10-28 23:23:30+00:00,Lolos seleksi alam tapi harus uninstall Twt TT Line sama IG dulu LUPA KALO HAPUS TT DRAFTNYA JUGA KEHAPUS ANJIRRRRR CALEB DEMI KAMU AKU BEGINIII. KALAU PULANGNYA REWEL KITA CERAI https://t.co/T8HWxD7HLP,Lolos seleksi alam tapi harus uninstall Twt TT Line sama IG dulu LUPA KALO HAPUS TT DRAFTNYA JUGA KEHAPUS ANJIRRRRR CALEB DEMI KAMU AKU BEGINIII KALAU PULANGNYA REWEL KITA CERAI,lolos seleksi alam tapi harus uninstall twt tt line sama ig dulu lupa kalo hapus tt draftnya juga kehapus anjirrrrr caleb demi kamu aku beginiii kalau pulangnya rewel kita cerai,"['lolos', 'seleksi', 'alam', 'tapi', 'harus', 'uninstall', 'twt', 'tt', 'line', 'sama', 'ig', 'dulu', 'lupa', 'kalo', 'hapus', 'tt', 'draftnya', 'juga', 'kehapus', 'anjirrrrr', 'caleb', 'demi', 'kamu', 'aku', 'beginiii', 'kalau', 'pulangnya', 'rewel', 'kita', 'cerai']","['lolos', 'seleksi', 'alam', 'uninstall', 'twt', 'tt', 'line', 'ig', 'lupa', 'hapus', 'tt', 'draftnya', 'kehapus', 'anjirrrrr', 'caleb', 'beginiii', 'pulangnya', 'rewel', 'cerai']","['lolos', 'seleksi', 'alam', 'uninstall', 'twt', 'tt', 'line', 'ig', 'lupa', 'hapus', 'tt', 'draftnya', 'hapus', 'anjirrrrr', 'caleb', 'beginiii', 'pulang', 'rewel', 'cerai']",lolos seleksi alam uninstall twt tt line ig lupa hapus tt draftnya hapus anjirrrrr caleb beginiii pulang rewel cerai
2025-10-28 23:13:38+00:00,@Elektroo12_ Gw percaya ini mitos. Tp untuk beberapa orang yg menjadikan ini sebuah keyakinan emang beneran endingnya jd cerai. Alasannya? Ya krna mereka percaya klo yg satu sunda bgt yg satu jawa bgt,Gw percaya ini mitos Tp untuk beberapa orang yg menjadikan ini sebuah keyakinan emang beneran endingnya jd cerai Alasannya Ya krna mereka percaya klo yg satu sunda bgt yg satu jawa bgt,gw percaya ini mitos tp untuk beberapa orang yg menjadikan ini sebuah keyakinan emang beneran endingnya jd cerai alasannya ya krna mereka percaya klo yg satu sunda bgt yg satu jawa bgt,"['gw', 'percaya', 'ini', 'mitos', 'tp', 'untuk', 'beberapa', 'orang', 'yg', 'menjadikan', 'ini', 'sebuah', 'keyakinan', 'emang', 'beneran', 'endingnya', 'jd', 'cerai', 'alasannya', 'ya', 'krna', 'mereka', 'percaya', 'klo', 'yg', 'satu', 'sunda', 'bgt', 'yg', 'satu', 'jawa', 'bgt']","['gw', 'percaya', 'mitos', 'tp', 'yg', 'menjadikan', 'keyakinan', 'beneran', 'endingnya', 'cerai', 'alasannya', 'ya', 'krna', 'percaya', 'yg', 'sunda', 'bgt', 'yg', 'jawa', 'bgt']","['gw', 'percaya', 'mitos', 'tp', 'yg', 'jadi', 'yakin', 'beneran', 'endingnya', 'cerai', 'alas', 'ya', 'krna', 'percaya', 'yg', 'sunda', 'bgt', 'yg', 'jawa', 'bgt']",gw percaya mitos tp yg jadi yakin beneran endingnya cerai alas ya krna percaya yg sunda bgt yg jawa bgt
