created_at,full_text,cleansed,case_folding,tokenized,no_stopwords,stemmed,preprocessed_text
2025-10-31 23:35:24+00:00,Bahkan seorang mantan PSK bisa setia after jd istri artinya semua orang bisa berubah jd baik apapun masa lalunya. Seorang mantan PSK pun bisa sakit hati dan minta cerai ini soal perasaan bukan profesi. Paham sampai disini wahai kaum Adam ???,Bahkan seorang mantan PSK bisa setia after jd istri artinya semua orang bisa berubah jd baik apapun masa lalunya Seorang mantan PSK pun bisa sakit hati dan minta cerai ini soal perasaan bukan profesi Paham sampai disini wahai kaum Adam,bahkan seorang mantan psk bisa setia after jd istri artinya semua orang bisa berubah jd baik apapun masa lalunya seorang mantan psk pun bisa sakit hati dan minta cerai ini soal perasaan bukan profesi paham sampai disini wahai kaum adam,"['bahkan', 'seorang', 'mantan', 'psk', 'bisa', 'setia', 'after', 'jd', 'istri', 'artinya', 'semua', 'orang', 'bisa', 'berubah', 'jd', 'baik', 'apapun', 'masa', 'lalunya', 'seorang', 'mantan', 'psk', 'pun', 'bisa', 'sakit', 'hati', 'dan', 'minta', 'cerai', 'ini', 'soal', 'perasaan', 'bukan', 'profesi', 'paham', 'sampai', 'disini', 'wahai', 'kaum', 'adam']","['mantan', 'psk', 'setia', 'after', 'istri', 'berubah', 'apapun', 'lalunya', 'mantan', 'psk', 'sakit', 'hati', 'cerai', 'perasaan', 'bukan', 'profesi', 'paham', 'kaum', 'adam']","['mantan', 'psk', 'setia', 'after', 'istri', 'ubah', 'apa', 'lalu', 'mantan', 'psk', 'sakit', 'hati', 'cerai', 'asa', 'bukan', 'profesi', 'paham', 'kaum', 'adam']",mantan psk setia after istri ubah apa lalu mantan psk sakit hati cerai asa bukan profesi paham kaum adam
2025-10-31 23:24:31+00:00,@Salim_Iskandar Kalau kena cerai ni laju je lebai PAS sambung bayo ni ,Kalau kena cerai ni laju je lebai PAS sambung bayo ni,kalau kena cerai ni laju je lebai pas sambung bayo ni,"['kalau', 'kena', 'cerai', 'ni', 'laju', 'je', 'lebai', 'pas', 'sambung', 'bayo', 'ni']","['kena', 'cerai', 'laju', 'lebai', 'sambung', 'bayo']","['kena', 'cerai', 'laju', 'lebai', 'sambung', 'bayo']",kena cerai laju lebai sambung bayo
2025-10-31 23:22:46+00:00,@GoodRecom nikah modal nya komitmen klo gak komit mau lu kaya pun cerai juga,nikah modal nya komitmen klo gak komit mau lu kaya pun cerai juga,nikah modal nya komitmen klo gak komit mau lu kaya pun cerai juga,"['nikah', 'modal', 'nya', 'komitmen', 'klo', 'gak', 'komit', 'mau', 'lu', 'kaya', 'pun', 'cerai', 'juga']","['nikah', 'modal', 'komitmen', 'gak', 'komit', 'lu', 'cerai']","['nikah', 'modal', 'komitmen', 'gak', 'komit', 'lu', 'cerai']",nikah modal komitmen gak komit lu cerai
2025-10-31 23:20:03+00:00,semua org pada cerai gen z ketar ketir,semua org pada cerai gen z ketar ketir,semua org pada cerai gen z ketar ketir,"['semua', 'org', 'pada', 'cerai', 'gen', 'z', 'ketar', 'ketir']","['org', 'cerai', 'gen', 'z', 'ketar', 'ketir']","['org', 'cerai', 'gen', 'z', 'ketar', 'tir']",org cerai gen z ketar tir
2025-10-31 23:16:02+00:00,seung yang nyanyi malah jadi lagu cerai ,seung yang nyanyi malah jadi lagu cerai,seung yang nyanyi malah jadi lagu cerai,"['seung', 'yang', 'nyanyi', 'malah', 'jadi', 'lagu', 'cerai']","['seung', 'nyanyi', 'lagu', 'cerai']","['seung', 'nyanyi', 'lagu', 'cerai']",seung nyanyi lagu cerai
2025-10-31 23:13:27+00:00,@jek___ Kak Jek kalo (maaf) cerai gitu apa memang mahar bisa dikembalikan? Atau ga bisa? Karena misal mutlak itu sudah hak istri? ,Kak Jek kalo maaf cerai gitu apa memang mahar bisa dikembalikan Atau ga bisa Karena misal mutlak itu sudah hak istri,kak jek kalo maaf cerai gitu apa memang mahar bisa dikembalikan atau ga bisa karena misal mutlak itu sudah hak istri,"['kak', 'jek', 'kalo', 'maaf', 'cerai', 'gitu', 'apa', 'memang', 'mahar', 'bisa', 'dikembalikan', 'atau', 'ga', 'bisa', 'karena', 'misal', 'mutlak', 'itu', 'sudah', 'hak', 'istri']","['jek', 'maaf', 'cerai', 'mahar', 'dikembalikan', 'ga', 'mutlak', 'hak', 'istri']","['jek', 'maaf', 'cerai', 'mahar', 'kembali', 'ga', 'mutlak', 'hak', 'istri']",jek maaf cerai mahar kembali ga mutlak hak istri
2025-10-31 23:10:46+00:00,@Hilmi28 Waduh tad.... Klo praktek tepuk sakinah nanti jatuhnya hanya becandaan makanya cerai. Tepuk jidat aja biar pada mikir ,Waduh tad Klo praktek tepuk sakinah nanti jatuhnya hanya becandaan makanya cerai Tepuk jidat aja biar pada mikir,waduh tad klo praktek tepuk sakinah nanti jatuhnya hanya becandaan makanya cerai tepuk jidat aja biar pada mikir,"['waduh', 'tad', 'klo', 'praktek', 'tepuk', 'sakinah', 'nanti', 'jatuhnya', 'hanya', 'becandaan', 'makanya', 'cerai', 'tepuk', 'jidat', 'aja', 'biar', 'pada', 'mikir']","['tad', 'praktek', 'tepuk', 'sakinah', 'jatuhnya', 'becandaan', 'cerai', 'tepuk', 'jidat', 'aja', 'biar', 'mikir']","['tad', 'praktek', 'tepuk', 'sakinah', 'jatuh', 'becandaan', 'cerai', 'tepuk', 'jidat', 'aja', 'biar', 'mikir']",tad praktek tepuk sakinah jatuh becandaan cerai tepuk jidat aja biar mikir
2025-10-31 23:04:57+00:00,@ceimanzha Ada udah ada surat cerai dari agensi lamanya kok sebelum ping gabung GMM,Ada udah ada surat cerai dari agensi lamanya kok sebelum ping gabung GMM,ada udah ada surat cerai dari agensi lamanya kok sebelum ping gabung gmm,"['ada', 'udah', 'ada', 'surat', 'cerai', 'dari', 'agensi', 'lamanya', 'kok', 'sebelum', 'ping', 'gabung', 'gmm']","['surat', 'cerai', 'agensi', 'ping', 'gabung', 'gmm']","['surat', 'cerai', 'agens', 'ping', 'gabung', 'gmm']",surat cerai agens ping gabung gmm
2025-10-31 22:42:39+00:00,Cerai aja kamu Yangzhei (my 4th daughter) sama om2 ini Emak ga merestui,Cerai aja kamu Yangzhei my th daughter sama om ini Emak ga merestui,cerai aja kamu yangzhei my th daughter sama om ini emak ga merestui,"['cerai', 'aja', 'kamu', 'yangzhei', 'my', 'th', 'daughter', 'sama', 'om', 'ini', 'emak', 'ga', 'merestui']","['cerai', 'aja', 'yangzhei', 'my', 'th', 'daughter', 'om', 'emak', 'ga', 'merestui']","['cerai', 'aja', 'yangzhei', 'my', 'th', 'daughter', 'om', 'emak', 'ga', 'restu']",cerai aja yangzhei my th daughter om emak ga restu
2025-10-31 22:39:00+00:00,kak apaa alasan mereka sampai cerai gitu dan junior malah mau nikah lagi? tpi dia kelihatan masih sayang Jace? OON EMG JUNIOR INI MALES SEBEL EDAN,kak apaa alasan mereka sampai cerai gitu dan junior malah mau nikah lagi tpi dia kelihatan masih sayang Jace OON EMG JUNIOR INI MALES SEBEL EDAN,kak apaa alasan mereka sampai cerai gitu dan junior malah mau nikah lagi tpi dia kelihatan masih sayang jace oon emg junior ini males sebel edan,"['kak', 'apaa', 'alasan', 'mereka', 'sampai', 'cerai', 'gitu', 'dan', 'junior', 'malah', 'mau', 'nikah', 'lagi', 'tpi', 'dia', 'kelihatan', 'masih', 'sayang', 'jace', 'oon', 'emg', 'junior', 'ini', 'males', 'sebel', 'edan']","['apaa', 'alasan', 'cerai', 'junior', 'nikah', 'tpi', 'sayang', 'jace', 'oon', 'emg', 'junior', 'males', 'sebel', 'edan']","['apaa', 'alas', 'cerai', 'junior', 'nikah', 'tpi', 'sayang', 'jace', 'oon', 'emg', 'junior', 'males', 'sebel', 'edan']",apaa alas cerai junior nikah tpi sayang jace oon emg junior males sebel edan
2025-10-31 22:36:03+00:00,@twentyfirstof3 Minta cerai aja ga sih ,Minta cerai aja ga sih,minta cerai aja ga sih,"['minta', 'cerai', 'aja', 'ga', 'sih']","['cerai', 'aja', 'ga', 'sih']","['cerai', 'aja', 'ga', 'sih']",cerai aja ga sih
2025-10-31 22:29:09+00:00,@onedoory_ kak? jangan cerai plis demi aku ,kak jangan cerai plis demi aku,kak jangan cerai plis demi aku,"['kak', 'jangan', 'cerai', 'plis', 'demi', 'aku']","['jangan', 'cerai', 'plis']","['jangan', 'cerai', 'plis']",jangan cerai plis
2025-10-31 22:19:57+00:00,Capek banget TL ku jelek masalah MC muka bocil lah Deddy Corbuzier cerai lah Nerror gagal tayang lah. Plis kirimin aku AU RafayelMc or Allx cihuy mantap untuk refreshing ,Capek banget TL ku jelek masalah MC muka bocil lah Deddy Corbuzier cerai lah Nerror gagal tayang lah Plis kirimin aku AU RafayelMc or Allx cihuy mantap untuk refreshing,capek banget tl ku jelek masalah mc muka bocil lah deddy corbuzier cerai lah nerror gagal tayang lah plis kirimin aku au rafayelmc or allx cihuy mantap untuk refreshing,"['capek', 'banget', 'tl', 'ku', 'jelek', 'masalah', 'mc', 'muka', 'bocil', 'lah', 'deddy', 'corbuzier', 'cerai', 'lah', 'nerror', 'gagal', 'tayang', 'lah', 'plis', 'kirimin', 'aku', 'au', 'rafayelmc', 'or', 'allx', 'cihuy', 'mantap', 'untuk', 'refreshing']","['capek', 'tl', 'jelek', 'mc', 'muka', 'bocil', 'cerai', 'nerror', 'gagal', 'tayang', 'plis', 'kirimin', 'au', 'rafayelmc', 'or', 'allx', 'cihuy', 'mantap', 'refreshing']","['capek', 'tl', 'jelek', 'mc', 'muka', 'bocil', 'cerai', 'nerror', 'gagal', 'tayang', 'plis', 'kirimin', 'au', 'rafayelmc', 'or', 'allx', 'cihuy', 'mantap', 'refreshing']",capek tl jelek mc muka bocil cerai nerror gagal tayang plis kirimin au rafayelmc or allx cihuy mantap refreshing
2025-10-31 21:06:59+00:00,Ada janda kahwin dua kali pastu cerai. Hebat sungguh dapat lalui kegagalan banyak kali begotu. Ada yang kahwin sampai 4 kali Memikirkan kegagalan begitu saya jadi sedih,Ada janda kahwin dua kali pastu cerai Hebat sungguh dapat lalui kegagalan banyak kali begotu Ada yang kahwin sampai kali Memikirkan kegagalan begitu saya jadi sedih,ada janda kahwin dua kali pastu cerai hebat sungguh dapat lalui kegagalan banyak kali begotu ada yang kahwin sampai kali memikirkan kegagalan begitu saya jadi sedih,"['ada', 'janda', 'kahwin', 'dua', 'kali', 'pastu', 'cerai', 'hebat', 'sungguh', 'dapat', 'lalui', 'kegagalan', 'banyak', 'kali', 'begotu', 'ada', 'yang', 'kahwin', 'sampai', 'kali', 'memikirkan', 'kegagalan', 'begitu', 'saya', 'jadi', 'sedih']","['janda', 'kahwin', 'pastu', 'cerai', 'hebat', 'sungguh', 'lalui', 'kegagalan', 'begotu', 'kahwin', 'memikirkan', 'kegagalan', 'sedih']","['janda', 'kahwin', 'pastu', 'cerai', 'hebat', 'sungguh', 'lalu', 'gagal', 'begotu', 'kahwin', 'pikir', 'gagal', 'sedih']",janda kahwin pastu cerai hebat sungguh lalu gagal begotu kahwin pikir gagal sedih
2025-10-31 21:05:05+00:00,Kadang terfikir macam mana laa orang boleh move on selepas cerai lagi2 ada anak. Tak rasa benci ke tengok muka anak yang banyak ikut muka suami? Kadang terfikir macam mana nak move on cepat like dah cerai pastu terus nak kahwin. Anak2 macam mana?,Kadang terfikir macam mana laa orang boleh move on selepas cerai lagi ada anak Tak rasa benci ke tengok muka anak yang banyak ikut muka suami Kadang terfikir macam mana nak move on cepat like dah cerai pastu terus nak kahwin Anak macam mana,kadang terfikir macam mana laa orang boleh move on selepas cerai lagi ada anak tak rasa benci ke tengok muka anak yang banyak ikut muka suami kadang terfikir macam mana nak move on cepat like dah cerai pastu terus nak kahwin anak macam mana,"['kadang', 'terfikir', 'macam', 'mana', 'laa', 'orang', 'boleh', 'move', 'on', 'selepas', 'cerai', 'lagi', 'ada', 'anak', 'tak', 'rasa', 'benci', 'ke', 'tengok', 'muka', 'anak', 'yang', 'banyak', 'ikut', 'muka', 'suami', 'kadang', 'terfikir', 'macam', 'mana', 'nak', 'move', 'on', 'cepat', 'like', 'dah', 'cerai', 'pastu', 'terus', 'nak', 'kahwin', 'anak', 'macam', 'mana']","['kadang', 'terfikir', 'laa', 'move', 'on', 'selepas', 'cerai', 'anak', 'tak', 'benci', 'tengok', 'muka', 'anak', 'muka', 'suami', 'kadang', 'terfikir', 'move', 'on', 'cepat', 'like', 'cerai', 'pastu', 'kahwin', 'anak']","['kadang', 'terfikir', 'laa', 'move', 'on', 'lepas', 'cerai', 'anak', 'tak', 'benci', 'tengok', 'muka', 'anak', 'muka', 'suami', 'kadang', 'terfikir', 'move', 'on', 'cepat', 'like', 'cerai', 'pastu', 'kahwin', 'anak']",kadang terfikir laa move on lepas cerai anak tak benci tengok muka anak muka suami kadang terfikir move on cepat like cerai pastu kahwin anak
2025-10-31 21:00:51+00:00,@masnooey @bennysiauw89 Dan ketemunya udah sama2 dewasa punya karir yg bagus dan sukses pula. Keduanya bisa jalan masing-masing tanpa harus dependent ke yg satunya. Ga ada Kamu kalau ga ngasih jatah malam ini ga aku kasih uang jajan Kamu ga bisa cerai krn semua uang dan aset adalah milik ku ,Dan ketemunya udah sama dewasa punya karir yg bagus dan sukses pula Keduanya bisa jalan masing masing tanpa harus dependent ke yg satunya Ga ada Kamu kalau ga ngasih jatah malam ini ga aku kasih uang jajan Kamu ga bisa cerai krn semua uang dan aset adalah milik ku,dan ketemunya udah sama dewasa punya karir yg bagus dan sukses pula keduanya bisa jalan masing masing tanpa harus dependent ke yg satunya ga ada kamu kalau ga ngasih jatah malam ini ga aku kasih uang jajan kamu ga bisa cerai krn semua uang dan aset adalah milik ku,"['dan', 'ketemunya', 'udah', 'sama', 'dewasa', 'punya', 'karir', 'yg', 'bagus', 'dan', 'sukses', 'pula', 'keduanya', 'bisa', 'jalan', 'masing', 'masing', 'tanpa', 'harus', 'dependent', 'ke', 'yg', 'satunya', 'ga', 'ada', 'kamu', 'kalau', 'ga', 'ngasih', 'jatah', 'malam', 'ini', 'ga', 'aku', 'kasih', 'uang', 'jajan', 'kamu', 'ga', 'bisa', 'cerai', 'krn', 'semua', 'uang', 'dan', 'aset', 'adalah', 'milik', 'ku']","['ketemunya', 'dewasa', 'karir', 'yg', 'bagus', 'sukses', 'jalan', 'dependent', 'yg', 'satunya', 'ga', 'ga', 'ngasih', 'jatah', 'malam', 'ga', 'kasih', 'uang', 'jajan', 'ga', 'cerai', 'uang', 'aset', 'milik']","['ketemu', 'dewasa', 'karir', 'yg', 'bagus', 'sukses', 'jalan', 'dependent', 'yg', 'satu', 'ga', 'ga', 'ngasih', 'jatah', 'malam', 'ga', 'kasih', 'uang', 'jajan', 'ga', 'cerai', 'uang', 'aset', 'milik']",ketemu dewasa karir yg bagus sukses jalan dependent yg satu ga ga ngasih jatah malam ga kasih uang jajan ga cerai uang aset milik
2025-10-31 20:26:14+00:00,So kalau ada anak saya tak nak diorang kahwin dengan orang malaya walau bapaknya orang malaya. Itupun kalau tak cerai. Kalau cerai biarlah anak2 tu suami ambil Saya malas nak naik turun mahkamah tuntut nafkah anak. Biarlah,So kalau ada anak saya tak nak diorang kahwin dengan orang malaya walau bapaknya orang malaya Itupun kalau tak cerai Kalau cerai biarlah anak tu suami ambil Saya malas nak naik turun mahkamah tuntut nafkah anak Biarlah,so kalau ada anak saya tak nak diorang kahwin dengan orang malaya walau bapaknya orang malaya itupun kalau tak cerai kalau cerai biarlah anak tu suami ambil saya malas nak naik turun mahkamah tuntut nafkah anak biarlah,"['so', 'kalau', 'ada', 'anak', 'saya', 'tak', 'nak', 'diorang', 'kahwin', 'dengan', 'orang', 'malaya', 'walau', 'bapaknya', 'orang', 'malaya', 'itupun', 'kalau', 'tak', 'cerai', 'kalau', 'cerai', 'biarlah', 'anak', 'tu', 'suami', 'ambil', 'saya', 'malas', 'nak', 'naik', 'turun', 'mahkamah', 'tuntut', 'nafkah', 'anak', 'biarlah']","['so', 'anak', 'tak', 'diorang', 'kahwin', 'malaya', 'bapaknya', 'malaya', 'itupun', 'tak', 'cerai', 'cerai', 'biarlah', 'anak', 'suami', 'ambil', 'malas', 'turun', 'mahkamah', 'tuntut', 'nafkah', 'anak', 'biarlah']","['so', 'anak', 'tak', 'orang', 'kahwin', 'malaya', 'bapak', 'malaya', 'itu', 'tak', 'cerai', 'cerai', 'biar', 'anak', 'suami', 'ambil', 'malas', 'turun', 'mahkamah', 'tuntut', 'nafkah', 'anak', 'biar']",so anak tak orang kahwin malaya bapak malaya itu tak cerai cerai biar anak suami ambil malas turun mahkamah tuntut nafkah anak biar
2025-10-31 19:46:56+00:00,Kerjaya elok fikir panjang oh aku nak mati dalam keadaan yang mulia. Ada isteri ada anak yang baik cukup akan mendoakan aku kemudian hari Last2 lahwin cerai sebab apa? Tak ada perasaan sayang. Butoh la anak dah ada 3 ekor keluar. Kenapa nak sembang tentang hati perasaan lagi?,Kerjaya elok fikir panjang oh aku nak mati dalam keadaan yang mulia Ada isteri ada anak yang baik cukup akan mendoakan aku kemudian hari Last lahwin cerai sebab apa Tak ada perasaan sayang Butoh la anak dah ada ekor keluar Kenapa nak sembang tentang hati perasaan lagi,kerjaya elok fikir panjang oh aku nak mati dalam keadaan yang mulia ada isteri ada anak yang baik cukup akan mendoakan aku kemudian hari last lahwin cerai sebab apa tak ada perasaan sayang butoh la anak dah ada ekor keluar kenapa nak sembang tentang hati perasaan lagi,"['kerjaya', 'elok', 'fikir', 'panjang', 'oh', 'aku', 'nak', 'mati', 'dalam', 'keadaan', 'yang', 'mulia', 'ada', 'isteri', 'ada', 'anak', 'yang', 'baik', 'cukup', 'akan', 'mendoakan', 'aku', 'kemudian', 'hari', 'last', 'lahwin', 'cerai', 'sebab', 'apa', 'tak', 'ada', 'perasaan', 'sayang', 'butoh', 'la', 'anak', 'dah', 'ada', 'ekor', 'keluar', 'kenapa', 'nak', 'sembang', 'tentang', 'hati', 'perasaan', 'lagi']","['kerjaya', 'elok', 'fikir', 'oh', 'mati', 'mulia', 'isteri', 'anak', 'mendoakan', 'last', 'lahwin', 'cerai', 'tak', 'perasaan', 'sayang', 'butoh', 'anak', 'ekor', 'sembang', 'hati', 'perasaan']","['kerjaya', 'elok', 'fikir', 'oh', 'mati', 'mulia', 'isteri', 'anak', 'doa', 'last', 'lahwin', 'cerai', 'tak', 'asa', 'sayang', 'butoh', 'anak', 'ekor', 'sembang', 'hati', 'asa']",kerjaya elok fikir oh mati mulia isteri anak doa last lahwin cerai tak asa sayang butoh anak ekor sembang hati asa
2025-10-31 19:38:22+00:00,Dia punuk supaya kekal bertahan sebab penceraian bukan perihal yang baik Saya pun fikir memang betul tak ada sesiapa nak kahwin paatu cerai. Entah berapa hari lepas tu barulah kami berdamai. Kesan dari kejadian tu saya banyak diam. dia suruh berhenti kerja saya turutkan,Dia punuk supaya kekal bertahan sebab penceraian bukan perihal yang baik Saya pun fikir memang betul tak ada sesiapa nak kahwin paatu cerai Entah berapa hari lepas tu barulah kami berdamai Kesan dari kejadian tu saya banyak diam dia suruh berhenti kerja saya turutkan,dia punuk supaya kekal bertahan sebab penceraian bukan perihal yang baik saya pun fikir memang betul tak ada sesiapa nak kahwin paatu cerai entah berapa hari lepas tu barulah kami berdamai kesan dari kejadian tu saya banyak diam dia suruh berhenti kerja saya turutkan,"['dia', 'punuk', 'supaya', 'kekal', 'bertahan', 'sebab', 'penceraian', 'bukan', 'perihal', 'yang', 'baik', 'saya', 'pun', 'fikir', 'memang', 'betul', 'tak', 'ada', 'sesiapa', 'nak', 'kahwin', 'paatu', 'cerai', 'entah', 'berapa', 'hari', 'lepas', 'tu', 'barulah', 'kami', 'berdamai', 'kesan', 'dari', 'kejadian', 'tu', 'saya', 'banyak', 'diam', 'dia', 'suruh', 'berhenti', 'kerja', 'saya', 'turutkan']","['punuk', 'kekal', 'bertahan', 'penceraian', 'bukan', 'perihal', 'fikir', 'tak', 'sesiapa', 'kahwin', 'paatu', 'cerai', 'lepas', 'barulah', 'berdamai', 'kesan', 'kejadian', 'diam', 'berhenti', 'kerja', 'turutkan']","['punuk', 'kekal', 'tahan', 'cerai', 'bukan', 'perihal', 'fikir', 'tak', 'siapa', 'kahwin', 'paatu', 'cerai', 'lepas', 'baru', 'damai', 'kesan', 'jadi', 'diam', 'henti', 'kerja', 'turut']",punuk kekal tahan cerai bukan perihal fikir tak siapa kahwin paatu cerai lepas baru damai kesan jadi diam henti kerja turut
2025-10-31 19:22:35+00:00,@roblox_fess Roblok isinya orgil semua kalo punya pasangan maen gituan gue cerai asli,Roblok isinya orgil semua kalo punya pasangan maen gituan gue cerai asli,roblok isinya orgil semua kalo punya pasangan maen gituan gue cerai asli,"['roblok', 'isinya', 'orgil', 'semua', 'kalo', 'punya', 'pasangan', 'maen', 'gituan', 'gue', 'cerai', 'asli']","['roblok', 'isinya', 'orgil', 'pasangan', 'maen', 'gituan', 'gue', 'cerai', 'asli']","['roblok', 'isi', 'orgil', 'pasang', 'maen', 'gituan', 'gue', 'cerai', 'asli']",roblok isi orgil pasang maen gituan gue cerai asli
2025-10-31 19:07:01+00:00,Adik beradik dah besar. Kerjalah masing2 takkan tak tau tanggungjawab. Kalau cerai ni biarlah anak dia ambik Tak hamak nak jaga budak pastu nak naik turun mahkamah tuntut nafkah. Eh tak kuasa i. Biarlah dia ambik budak ni saya kahwin baru buat baru anak udah lerrr,Adik beradik dah besar Kerjalah masing takkan tak tau tanggungjawab Kalau cerai ni biarlah anak dia ambik Tak hamak nak jaga budak pastu nak naik turun mahkamah tuntut nafkah Eh tak kuasa i Biarlah dia ambik budak ni saya kahwin baru buat baru anak udah lerrr,adik beradik dah besar kerjalah masing takkan tak tau tanggungjawab kalau cerai ni biarlah anak dia ambik tak hamak nak jaga budak pastu nak naik turun mahkamah tuntut nafkah eh tak kuasa i biarlah dia ambik budak ni saya kahwin baru buat baru anak udah lerrr,"['adik', 'beradik', 'dah', 'besar', 'kerjalah', 'masing', 'takkan', 'tak', 'tau', 'tanggungjawab', 'kalau', 'cerai', 'ni', 'biarlah', 'anak', 'dia', 'ambik', 'tak', 'hamak', 'nak', 'jaga', 'budak', 'pastu', 'nak', 'naik', 'turun', 'mahkamah', 'tuntut', 'nafkah', 'eh', 'tak', 'kuasa', 'i', 'biarlah', 'dia', 'ambik', 'budak', 'ni', 'saya', 'kahwin', 'baru', 'buat', 'baru', 'anak', 'udah', 'lerrr']","['adik', 'beradik', 'kerjalah', 'takkan', 'tak', 'tanggungjawab', 'cerai', 'biarlah', 'anak', 'ambik', 'tak', 'hamak', 'jaga', 'budak', 'pastu', 'turun', 'mahkamah', 'tuntut', 'nafkah', 'tak', 'kuasa', 'biarlah', 'ambik', 'budak', 'kahwin', 'anak', 'lerrr']","['adik', 'adik', 'kerja', 'tak', 'tak', 'tanggungjawab', 'cerai', 'biar', 'anak', 'ambik', 'tak', 'hamak', 'jaga', 'budak', 'pastu', 'turun', 'mahkamah', 'tuntut', 'nafkah', 'tak', 'kuasa', 'biar', 'ambik', 'budak', 'kahwin', 'anak', 'lerrr']",adik adik kerja tak tak tanggungjawab cerai biar anak ambik tak hamak jaga budak pastu turun mahkamah tuntut nafkah tak kuasa biar ambik budak kahwin anak lerrr
2025-10-31 18:53:08+00:00,@tanyakanrl Bagus nder kamu kuat prinsip. karena pola tu cowo si kemungkinan ya 1. dia ga stabil (sering putus dgn pengancaman (kalo ga mau ini itu kita putus)) artinya dia ga takut kehilangab kamuu cowo tu harus lebih stabil dr cw di konsep putus-memutus makanya kata cerai ada di cowo,Bagus nder kamu kuat prinsip karena pola tu cowo si kemungkinan ya dia ga stabil sering putus dgn pengancaman kalo ga mau ini itu kita putus artinya dia ga takut kehilangab kamuu cowo tu harus lebih stabil dr cw di konsep putus memutus makanya kata cerai ada di cowo,bagus nder kamu kuat prinsip karena pola tu cowo si kemungkinan ya dia ga stabil sering putus dgn pengancaman kalo ga mau ini itu kita putus artinya dia ga takut kehilangab kamuu cowo tu harus lebih stabil dr cw di konsep putus memutus makanya kata cerai ada di cowo,"['bagus', 'nder', 'kamu', 'kuat', 'prinsip', 'karena', 'pola', 'tu', 'cowo', 'si', 'kemungkinan', 'ya', 'dia', 'ga', 'stabil', 'sering', 'putus', 'dgn', 'pengancaman', 'kalo', 'ga', 'mau', 'ini', 'itu', 'kita', 'putus', 'artinya', 'dia', 'ga', 'takut', 'kehilangab', 'kamuu', 'cowo', 'tu', 'harus', 'lebih', 'stabil', 'dr', 'cw', 'di', 'konsep', 'putus', 'memutus', 'makanya', 'kata', 'cerai', 'ada', 'di', 'cowo']","['bagus', 'nder', 'kuat', 'prinsip', 'pola', 'cowo', 'ya', 'ga', 'stabil', 'putus', 'dgn', 'pengancaman', 'ga', 'putus', 'ga', 'takut', 'kehilangab', 'kamuu', 'cowo', 'stabil', 'cw', 'konsep', 'putus', 'memutus', 'cerai', 'cowo']","['bagus', 'nder', 'kuat', 'prinsip', 'pola', 'cowo', 'ya', 'ga', 'stabil', 'putus', 'dgn', 'ancam', 'ga', 'putus', 'ga', 'takut', 'kehilangab', 'kamuu', 'cowo', 'stabil', 'cw', 'konsep', 'putus', 'putus', 'cerai', 'cowo']",bagus nder kuat prinsip pola cowo ya ga stabil putus dgn ancam ga putus ga takut kehilangab kamuu cowo stabil cw konsep putus putus cerai cowo
2025-10-31 18:46:10+00:00,@isihati_isn Beneran mereka cerai?? Ya ampun,Beneran mereka cerai Ya ampun,beneran mereka cerai ya ampun,"['beneran', 'mereka', 'cerai', 'ya', 'ampun']","['beneran', 'cerai', 'ya', 'ampun']","['beneran', 'cerai', 'ya', 'ampun']",beneran cerai ya ampun
2025-10-31 18:16:10+00:00,apa yang bikin dia masuk list manusia tolol? karna alesan dia pinjem ke gua itu karna dia liat linkedin gua dia tau gua kerja di perusahan luar negri dan dia denger berita gua cerai jadi dia bilang tu lu kan udah ga ada tanggungan kerja juga gaji pasti gede KAN TOLOL,apa yang bikin dia masuk list manusia tolol karna alesan dia pinjem ke gua itu karna dia liat linkedin gua dia tau gua kerja di perusahan luar negri dan dia denger berita gua cerai jadi dia bilang tu lu kan udah ga ada tanggungan kerja juga gaji pasti gede KAN TOLOL,apa yang bikin dia masuk list manusia tolol karna alesan dia pinjem ke gua itu karna dia liat linkedin gua dia tau gua kerja di perusahan luar negri dan dia denger berita gua cerai jadi dia bilang tu lu kan udah ga ada tanggungan kerja juga gaji pasti gede kan tolol,"['apa', 'yang', 'bikin', 'dia', 'masuk', 'list', 'manusia', 'tolol', 'karna', 'alesan', 'dia', 'pinjem', 'ke', 'gua', 'itu', 'karna', 'dia', 'liat', 'linkedin', 'gua', 'dia', 'tau', 'gua', 'kerja', 'di', 'perusahan', 'luar', 'negri', 'dan', 'dia', 'denger', 'berita', 'gua', 'cerai', 'jadi', 'dia', 'bilang', 'tu', 'lu', 'kan', 'udah', 'ga', 'ada', 'tanggungan', 'kerja', 'juga', 'gaji', 'pasti', 'gede', 'kan', 'tolol']","['bikin', 'masuk', 'list', 'manusia', 'tolol', 'alesan', 'pinjem', 'gua', 'liat', 'linkedin', 'gua', 'gua', 'kerja', 'perusahan', 'negri', 'denger', 'berita', 'gua', 'cerai', 'lu', 'ga', 'tanggungan', 'kerja', 'gaji', 'gede', 'tolol']","['bikin', 'masuk', 'list', 'manusia', 'tolol', 'alesan', 'pinjem', 'gua', 'liat', 'linkedin', 'gua', 'gua', 'kerja', 'usah', 'negri', 'denger', 'berita', 'gua', 'cerai', 'lu', 'ga', 'tanggung', 'kerja', 'gaji', 'gede', 'tolol']",bikin masuk list manusia tolol alesan pinjem gua liat linkedin gua gua kerja usah negri denger berita gua cerai lu ga tanggung kerja gaji gede tolol
