conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.98265E+18,Mon Oct 27 06:15:39 +0000 2025,0,@rafayours KOK GITU?! Kalau cerai nanti kita gak bisa kokop brutal lho yank... ,1.98269E+18,,rafayours,in,,0,1,0,https://x.com/undefined/status/1982692653641949617,1.59131E+18,
1.98265E+18,Mon Oct 27 06:13:02 +0000 2025,0,@nozumi21_ ya udah kita cerai aja,1.98269E+18,,nozumi21_,in,,0,1,0,https://x.com/undefined/status/1982691994481910113,1.88648E+18,
1.98269E+18,Mon Oct 27 06:08:50 +0000 2025,1,Sidang kali ini beragendakan perbaikan gugatan cerai dan penyampaian hasil mediasi termasuk kesepakatan terkait nafkah iddah. Baca di sini: https://t.co/m7fScRKsHw. ~AA #EzaGionino #SidangCerai #MeizaAulia https://t.co/PPZGwcU2pY,1.98269E+18,https://pbs.twimg.com/media/G4Pu4qLXYAAwaXb.jpg,,in,,0,1,0,https://x.com/undefined/status/1982690937001423328,23343960,
1.98234E+18,Mon Oct 27 06:07:08 +0000 2025,0,@blublepe @diyar_fi @IndoPopBase Kalo artis kemungkinan besar bakal cerai.,1.98269E+18,,blublepe,in,,0,0,0,https://x.com/undefined/status/1982690508590977463,3059777298,
1.98269E+18,Mon Oct 27 06:06:19 +0000 2025,0,Sidang kali ini beragendakan perbaikan gugatan cerai dan penyampaian hasil mediasi termasuk kesepakatan terkait nafkah iddah. Baca di sini: https://t.co/BuYoO6ajZN. ~AA #EzaGionino #SidangCerai #MeizaAulia https://t.co/JziskswOu1,1.98269E+18,https://pbs.twimg.com/media/G4PuUM2XwAA4Qtz.jpg,,in,,0,0,0,https://x.com/undefined/status/1982690303443378572,171833463,
1.98267E+18,Mon Oct 27 06:06:07 +0000 2025,0,@meinmokhtar Dasar bodoh kau ni kahwin cerai buat memain,1.98269E+18,,meinmokhtar,in,,0,0,0,https://x.com/undefined/status/1982690252801413547,397413852,
1.98265E+18,Mon Oct 27 06:05:49 +0000 2025,0,@orenjimochie Mereka cerai ketika mantan kandungnya max itu kembali,1.98269E+18,,orenjimochie,in,,0,1,0,https://x.com/undefined/status/1982690175907176695,1.32669E+18,
1.98269E+18,Mon Oct 27 06:05:45 +0000 2025,0,Shit yang harusnya cerai tuh ortu gw bukan mereka.,1.98269E+18,,,in,,0,0,0,https://x.com/undefined/status/1982690158471524667,1.27347E+18,
1.98269E+18,Mon Oct 27 06:05:23 +0000 2025,45, Nulis au banyakan tema anak teknik kyak lu anak teknik aja Siapakah gerangan yg buat aturan klo nulis au tema anak Teknik harus anak Teknik asli? So klo nulis au tema perceraian authornya harus orang yg udah cerai juga? #tellonym https://t.co/9GFqQLBXCs,1.98269E+18,,,in,,4,23,0,https://x.com/undefined/status/1982690067039821924,1.83302E+18,
1.98267E+18,Mon Oct 27 05:57:28 +0000 2025,4,@tanyarlfes gapapa mungkin blm waktunya ajaa jangan sampe fomo ngeliat banyak berita pada gampang selingkuh gampang cerai jadi takut mending telat nikah daripada gagal nikah tapi ya tetep pengen punya pasangan sih wkwk,1.98269E+18,,tanyarlfes,in,,0,0,0,https://x.com/undefined/status/1982688077190758858,7.48723E+17,
